RANK_BALANCED,LGA_CODE,LGA_NAME,STATE,SCORE_BALANCED,OPPORTUNITY_TIER,STRATEGIC_SEGMENT,SCORE_MARKET_SIZE,SCORE_YOUTH_INTENSITY,SCORE_GROWTH_MOMENTUM,AGE_5_14_2024,AGE_5_14_SHARE_TOTAL_PCT,AGE_5_14_CHANGE_5Y,AGE_5_14_GROWTH_5Y_PCT,TOTAL_POP_2025,ROBUSTNESS_LABEL,SUGGESTED_RESPONSE
307,15350,Mosman,New South Wales,29.178082191780824,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,44.657534246575345,31.232876712328768,11.643835616438356,3265.0,11.149433137549515,-286.0,-8.05406927626021,29374.0,,Selective investigation; prioritise based on local context and strategic fit.
308,60810,Central Coast (Tas.),Tasmania,29.1324200913242,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,39.178082191780824,26.575342465753426,21.643835616438356,2559.0,10.971061093247588,-143.0,-5.292376017764619,23378.0,,Selective investigation; prioritise based on local context and strategic fit.
309,42600,Holdfast Bay,South Australia,28.858447488584474,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,48.21917808219178,4.10958904109589,34.24657534246575,3526.0,8.960382201214708,-88.0,-2.4349750968456,39683.0,,Selective investigation; prioritise based on local context and strategic fit.
310,47630,Tatiara,South Australia,28.789954337899545,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,7.9452054794520555,52.32876712328767,26.095890410958905,851.0,11.989292758523527,-66.0,-7.197382769901854,7088.0,,Selective investigation; prioritise based on local context and strategic fit.
311,26430,Strathbogie,Victoria,28.401826484018265,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,15.616438356164384,8.493150684931507,61.09589041095891,1100.0,9.405728943993159,10.0,0.9174311926605505,11839.0,,Selective investigation; prioritise based on local context and strategic fit.
312,47800,Coorong,South Australia,28.173515981735157,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,1.643835616438356,35.342465753424655,47.534246575342465,638.0,11.326113971240902,-13.0,-1.9969278033794162,5627.0,,Selective investigation; prioritise based on local context and strategic fit.
313,48830,Yorke Peninsula,South Australia,28.036529680365295,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,16.164383561643834,6.575342465753424,61.369863013698634,1125.0,9.250883973357455,11.0,0.9874326750448833,12242.0,,Selective investigation; prioritise based on local context and strategic fit.
314,62610,Glenorchy,Tasmania,27.990867579908674,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,59.45205479452055,19.17808219178082,5.342465753424658,5336.0,10.527354153925069,-581.0,-9.819165117458171,50450.0,,Selective investigation; prioritise based on local context and strategic fit.
315,32810,Douglas,Queensland,27.968036529680365,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,20.82191780821918,13.698630136986301,49.38356164383562,1320.0,10.124252185918085,-19.0,-1.4189693801344287,13169.0,,Selective investigation; prioritise based on local context and strategic fit.
316,14920,Liverpool Plains,New South Wales,27.85388127853881,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,9.863013698630137,52.602739726027394,21.095890410958905,921.0,11.993749186091938,-82.0,-8.175473579262214,7671.0,,Selective investigation; prioritise based on local context and strategic fit.
317,31900,Burdekin,Queensland,27.71689497716895,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,31.506849315068493,34.24657534246575,17.397260273972602,1933.0,11.281662192132602,-153.0,-7.334611697027804,17220.0,,Selective investigation; prioritise based on local context and strategic fit.
318,25430,Mount Alexander,Victoria,27.42009132420091,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,32.87671232876712,11.232876712328768,38.150684931506845,2010.0,9.70217695612299,-58.0,-2.804642166344294,20939.0,,Selective investigation; prioritise based on local context and strategic fit.
319,15950,North Sydney,New South Wales,27.168949771689498,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,58.9041095890411,2.4657534246575343,20.136986301369863,5211.0,7.129566288137912,-231.0,-4.244762954796031,73705.0,,Selective investigation; prioritise based on local context and strategic fit.
320,25810,Northern Grampians,Victoria,27.03196347031963,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,18.08219178082192,14.520547945205479,48.49315068493151,1196.0,10.201296485841011,-20.0,-1.644736842105263,11804.0,,Selective investigation; prioritise based on local context and strategic fit.
321,12160,Cootamundra-Gundagai,New South Wales,26.91780821917808,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,20.82191780821918,40.54794520547945,19.383561643835616,1320.0,11.526370939573875,-109.0,-7.6277116864940515,11429.0,,Selective investigation; prioritise based on local context and strategic fit.
322,60210,Break O'Day,Tasmania,26.826484018264843,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,2.191780821917808,5.47945205479452,72.8082191780822,650.0,9.095997760985167,33.0,5.348460291734198,7230.0,,Selective investigation; prioritise based on local context and strategic fit.
323,44210,Mid Murray,South Australia,26.826484018264836,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,9.58904109589041,8.21917808219178,62.671232876712324,902.0,9.395833333333334,12.0,1.348314606741573,9674.0,,Selective investigation; prioritise based on local context and strategic fit.
324,53570,Gingin,Western Australia,26.78082191780822,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,1.36986301369863,9.315068493150685,69.65753424657535,607.0,9.538026398491514,24.0,4.1166380789022305,6585.0,,Selective investigation; prioritise based on local context and strategic fit.
325,18500,Woollahra,New South Wales,26.666666666666668,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,60.54794520547945,11.506849315068493,7.945205479452055,5369.0,9.726096880547805,-499.0,-8.503749147920928,55218.0,,Selective investigation; prioritise based on local context and strategic fit.
326,22250,Gannawarra,Victoria,26.55251141552511,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,16.986301369863014,26.027397260273972,36.64383561643835,1133.0,10.959566647320566,-48.0,-4.064352243861134,10311.0,,Selective investigation; prioritise based on local context and strategic fit.
327,48750,Yankalilla,South Australia,26.484018264840177,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,1.095890410958904,9.04109589041096,69.31506849315068,591.0,9.51537594590243,23.0,4.049295774647888,6299.0,,Selective investigation; prioritise based on local context and strategic fit.
328,55180,Manjimup,Western Australia,26.05022831050228,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,14.520547945205479,32.054794520547944,31.575342465753426,1069.0,11.21015100671141,-59.0,-5.2304964539007095,9621.0,,Selective investigation; prioritise based on local context and strategic fit.
329,25620,Murrindindi,Victoria,25.913242009132418,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,25.47945205479452,13.424657534246576,38.83561643835616,1558.0,10.019292604501608,-48.0,-2.9887920298879203,15648.0,,Selective investigation; prioritise based on local context and strategic fit.
330,18050,Waverley,New South Wales,25.890410958904113,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,66.3013698630137,6.301369863013699,5.068493150684931,6662.0,9.13340919373192,-694.0,-9.43447525829255,73345.0,,Selective investigation; prioritise based on local context and strategic fit.
331,62810,Hobart,Tasmania,25.662100456621,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,57.80821917808219,4.383561643835616,14.794520547945204,5029.0,8.980838259192456,-330.0,-6.157865273371898,55859.0,,Selective investigation; prioritise based on local context and strategic fit.
332,25900,Port Phillip,Victoria,25.388127853881276,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,67.53424657534246,1.643835616438356,6.986301369863014,7437.0,6.62574391504223,-689.0,-8.478956436130938,114434.0,,Selective investigation; prioritise based on local context and strategic fit.
333,26350,Stonnington,Victoria,24.520547945205475,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,69.58904109589041,1.9178082191780823,2.054794520547945,7987.0,7.045695130557515,-1055.0,-11.667772616677727,114789.0,,Selective investigation; prioritise based on local context and strategic fit.
334,14870,Lithgow,New South Wales,24.06392694063927,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,35.89041095890411,25.47945205479452,10.82191780821918,2268.0,10.910665319670947,-227.0,-9.098196392785571,20693.0,,Selective investigation; prioritise based on local context and strategic fit.
335,33800,Hinchinbrook,Queensland,23.81278538812785,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,17.80821917808219,19.45205479452055,34.17808219178082,1172.0,10.530098831985626,-56.0,-4.5602605863192185,11194.0,,Selective investigation; prioritise based on local context and strategic fit.
336,65010,Southern Midlands,Tasmania,23.173515981735157,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,5.47945205479452,25.753424657534246,38.28767123287671,761.0,10.944915863655975,-33.0,-4.156171284634761,6987.0,,Selective investigation; prioritise based on local context and strategic fit.
337,21830,Corangamite,Victoria,22.922374429223744,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,29.315068493150687,33.42465753424658,6.027397260273972,1774.0,11.257059458087442,-295.0,-14.258095698405027,15712.0,,Selective investigation; prioritise based on local context and strategic fit.
338,12870,Federation,New South Wales,22.64840182648402,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,23.013698630136986,19.726027397260275,25.205479452054796,1387.0,10.53951367781155,-90.0,-6.093432633716994,13247.0,,Selective investigation; prioritise based on local context and strategic fit.
339,41140,Clare and Gilbert Valleys,South Australia,22.168949771689494,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,13.972602739726028,32.32876712328767,20.205479452054796,1060.0,11.221681134871904,-94.0,-8.145580589254767,9467.0,,Selective investigation; prioritise based on local context and strategic fit.
340,12730,Edward River,New South Wales,21.87214611872146,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,11.506849315068493,35.89041095890411,18.21917808219178,963.0,11.34008478568064,-98.0,-9.236569274269558,8501.0,,Selective investigation; prioritise based on local context and strategic fit.
341,46670,Renmark Paringa,South Australia,21.82648401826484,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,15.068493150684931,21.91780821917808,28.493150684931507,1092.0,10.692254969156958,-68.0,-5.862068965517241,10274.0,,Selective investigation; prioritise based on local context and strategic fit.
342,52170,Cottesloe,Western Australia,21.598173515981735,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,11.232876712328768,20.0,33.56164383561644,953.0,10.564238997893803,-50.0,-4.985044865403789,9201.0,,Selective investigation; prioritise based on local context and strategic fit.
343,23940,Loddon,Victoria,21.050228310502284,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,7.397260273972603,18.904109589041095,36.849315068493155,809.0,10.477917368216552,-37.0,-4.373522458628842,7718.0,,Selective investigation; prioritise based on local context and strategic fit.
344,18020,Warrumbungle,New South Wales,20.593607305936075,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,13.424657534246576,36.16438356164384,12.191780821917808,1052.0,11.342318059299192,-134.0,-11.298482293423271,9246.0,,Selective investigation; prioritise based on local context and strategic fit.
345,11300,Burwood,New South Wales,20.54794520547945,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,44.109589041095894,2.191780821917808,15.342465753424657,3065.0,7.0700313711016785,-226.0,-6.867213612883622,43927.0,,Selective investigation; prioritise based on local context and strategic fit.
346,48340,Wattle Range,South Australia,20.410958904109588,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,22.19178082191781,26.301369863013697,12.73972602739726,1356.0,10.96466402522843,-150.0,-9.9601593625498,12378.0,,Selective investigation; prioritise based on local context and strategic fit.
347,21670,Central Goldfields,Victoria,20.296803652968038,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,23.28767123287671,13.972602739726028,23.63013698630137,1389.0,10.152024557813185,-94.0,-6.33850303438975,13753.0,,Selective investigation; prioritise based on local context and strategic fit.
348,14300,Junee,New South Wales,19.84018264840183,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,4.10958904109589,23.56164383561644,31.849315068493155,695.0,10.765179677819082,-47.0,-6.334231805929918,6403.0,,Selective investigation; prioritise based on local context and strategic fit.
349,62210,George Town,Tasmania,18.630136986301366,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,6.575342465753424,21.643835616438356,27.671232876712327,787.0,10.68277453508891,-60.0,-7.083825265643448,7420.0,,Selective investigation; prioritise based on local context and strategic fit.
350,53220,East Pilbara,Western Australia,18.493150684931507,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,12.054794520547945,9.863013698630137,33.56164383561644,1016.0,9.653206650831354,-53.0,-4.9579045837231055,10663.0,,Selective investigation; prioritise based on local context and strategic fit.
351,42250,Grant,South Australia,18.356164383561644,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,12.32876712328767,29.863013698630137,12.876712328767123,1020.0,11.128082042330352,-129.0,-11.22715404699739,9223.0,,Selective investigation; prioritise based on local context and strategic fit.
352,20110,Alpine,Victoria,18.2648401826484,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,22.73972602739726,16.986301369863014,15.068493150684933,1366.0,10.41555470834922,-136.0,-9.054593874833555,13236.0,,Selective investigation; prioritise based on local context and strategic fit.
353,10650,Berrigan,New South Wales,18.24200913242009,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,10.41095890410959,24.10958904109589,20.205479452054796,939.0,10.773290500229463,-87.0,-8.47953216374269,8773.0,,Selective investigation; prioritise based on local context and strategic fit.
354,21010,Benalla,Victoria,17.168949771689498,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,23.56164383561644,9.58904109589041,18.356164383561644,1395.0,9.58631115997801,-117.0,-7.738095238095238,14581.0,,Selective investigation; prioritise based on local context and strategic fit.
355,35760,North Burnett,Queensland,16.986301369863014,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,15.342465753424658,18.08219178082192,17.534246575342465,1093.0,10.460331132165757,-108.0,-8.992506244796003,10562.0,,Selective investigation; prioritise based on local context and strategic fit.
356,61810,Dorset,Tasmania,16.872146118721464,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,5.7534246575342465,24.93150684931507,19.93150684931507,762.0,10.876391664287754,-78.0,-9.285714285714286,7059.0,,Selective investigation; prioritise based on local context and strategic fit.
357,22910,Hepburn,Victoria,15.136986301369863,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,25.753424657534246,7.671232876712329,11.986301369863014,1567.0,9.317952072307783,-167.0,-9.630911188004614,17011.0,,Selective investigation; prioritise based on local context and strategic fit.
358,63210,Kentish,Tasmania,14.771689497716896,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,4.383561643835616,15.890410958904111,24.041095890410958,704.0,10.286382232612509,-64.0,-8.333333333333332,6866.0,,Selective investigation; prioritise based on local context and strategic fit.
359,40520,Berri Barmera,South Australia,14.337899543378995,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,16.575342465753426,18.63013698630137,7.808219178082192,1128.0,10.470620996936786,-208.0,-15.568862275449103,10758.0,,Selective investigation; prioritise based on local context and strategic fit.
360,22980,Hindmarsh,Victoria,13.63013698630137,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,0.273972602739726,12.876712328767123,27.73972602739726,540.0,9.930121368150054,-48.0,-8.16326530612245,5447.0,,Selective investigation; prioritise based on local context and strategic fit.
361,13010,Glen Innes Severn,New South Wales,13.561643835616438,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,10.136986301369863,15.616438356164384,14.931506849315069,925.0,10.272071071626874,-108.0,-10.454985479186835,9069.0,,Selective investigation; prioritise based on local context and strategic fit.
362,17400,Tenterfield,New South Wales,10.182648401826484,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,3.0136986301369864,8.767123287671232,18.767123287671232,674.0,9.46629213483146,-77.0,-10.252996005326231,7188.0,,Selective investigation; prioritise based on local context and strategic fit.
363,40070,Adelaide,South Australia,10.159817351598173,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,8.493150684931507,0.547945205479452,21.438356164383563,869.0,2.9713465089242974,-78.0,-8.236536430834214,30173.0,,Selective investigation; prioritise based on local context and strategic fit.
364,27630,Yarriambiack,Victoria,9.680365296803654,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,1.9178082191780823,14.794520547945206,12.32876712328767,645.0,10.22025035652036,-124.0,-16.124837451235372,6295.0,,Selective investigation; prioritise based on local context and strategic fit.
365,21270,Buloke,Victoria,5.93607305936073,Tier 5 — Lower Relative,Mixed / Moderate Opportunity,0.547945205479452,7.123287671232877,10.136986301369863,549.0,9.272082418510387,-155.0,-22.017045454545457,5887.0,,Selective investigation; prioritise based on local context and strategic fit.
